model,lang,sentence,mean_mass,mean_mass_excl_self,prec@1,prec@3
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
distilbert-base-uncased,en,The quick brown fox jumps over the lazy dog.,0.07610936736455187,0.07253703483810467,0.05972222222222222,0.2569444444444444
distilbert-base-uncased,en,I love NLP and representation learning.,0.08832021148150994,0.07911410379973757,0.05257936507936508,0.2867063492063492
distilbert-base-uncased,en,"John, who loves math, solved the problem quickly.",0.06978276220615953,0.06819269126410493,0.04924242424242424,0.23232323232323232
